"Run ID","Flow","predictive_accuracy","Hyperparameters"
"7862800","mlr.classif.ranger(13)","0.7981","num.trees:23,mtry:4,sample.fraction:218005345063284,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6958522","mlr.classif.ranger(13)","0.7981","num.trees:1998,mtry:3,replace:FALSE,sample.fraction:109506808640435,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"5960000","sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.ensemble.weight_boosting.AdaBoostClassifier(base_estimator=sklearn.tree.tree.DecisionTreeClassifier))(1)","0.7981","weight:null,criterion:""gini"",depth:1,features:null,nodes:null,split:1e-07,leaf:1,split:2,leaf:0.0,presort:false,state:12818,splitter:""best"",axis:0,features:[],copy:true,empty:0,values:""NaN"",strategy:""most_frequent"",nominal:""most_frequent"",verbose:0,features:[],dtype:float64""},unknown:""ignore"",values:""auto"",sparse:false,threshold:0.0,algorithm:""SAMME.R"",rate:24867817493618835,estimators:319,state:58911"
"5947389","sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.ensemble.weight_boosting.AdaBoostClassifier(base_estimator=sklearn.tree.tree.DecisionTreeClassifier))(1)","0.7981","weight:null,criterion:""gini"",depth:1,features:null,nodes:null,split:1e-07,leaf:1,split:2,leaf:0.0,presort:false,state:56198,splitter:""best"",axis:0,features:[],copy:true,empty:0,values:""NaN"",strategy:""most_frequent"",nominal:""most_frequent"",verbose:0,features:[],dtype:float64""},unknown:""ignore"",values:""auto"",sparse:false,threshold:0.0,algorithm:""SAMME.R"",rate:25340260128526304,estimators:282,state:34983"
"7896353","mlr.classif.ranger(13)","0.7981","num.trees:1833,mtry:3,replace:FALSE,sample.fraction:108670228696428,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"5953713","sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.ensemble.weight_boosting.AdaBoostClassifier(base_estimator=sklearn.tree.tree.DecisionTreeClassifier))(1)","0.7981","weight:null,criterion:""gini"",depth:1,features:null,nodes:null,split:1e-07,leaf:1,split:2,leaf:0.0,presort:false,state:63730,splitter:""best"",axis:0,features:[],copy:true,empty:0,values:""NaN"",strategy:""most_frequent"",nominal:""most_frequent"",verbose:0,features:[],dtype:float64""},unknown:""ignore"",values:""auto"",sparse:false,threshold:0.0,algorithm:""SAMME.R"",rate:40469250460199063,estimators:283,state:697"
"7921283","mlr.classif.rpart(29)","0.7981","minsplit:22,minbucket:9,cp:000552469631657004,maxdepth:19,xval:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7799410","mlr.classif.ranger(13)","0.7981","num.trees:1367,mtry:3,replace:FALSE,sample.fraction:101693182368763,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7798038","mlr.classif.ranger(13)","0.7981","num.trees:1178,mtry:3,replace:FALSE,sample.fraction:121581432386301,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7905849","mlr.classif.ranger(13)","0.7981","num.trees:1140,mtry:3,replace:FALSE,sample.fraction:101656979043037,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7322015","mlr.classif.ranger(13)","0.7981","num.trees:1379,mtry:3,replace:FALSE,sample.fraction:101762211532332,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7322092","mlr.classif.ranger(13)","0.7981","num.trees:1699,mtry:2,replace:FALSE,sample.fraction:120765803847462,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6200602","mlr.classif.ranger(13)","0.7981","num.trees:1166,mtry:3,replace:FALSE,sample.fraction:104294394957833,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7392107","mlr.classif.ranger(13)","0.7968","num.trees:1345,mtry:3,sample.fraction:199775352538563,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7392418","mlr.classif.ranger(13)","0.7968","num.trees:1191,mtry:3,replace:FALSE,sample.fraction:128685927856714,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7392480","mlr.classif.ranger(13)","0.7968","num.trees:640,mtry:3,replace:FALSE,sample.fraction:113032838515937,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7392739","mlr.classif.ranger(13)","0.7968","num.trees:294,mtry:4,replace:FALSE,sample.fraction:15025389471557,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7418066","mlr.classif.ranger(13)","0.7968","num.trees:995,mtry:2,replace:FALSE,sample.fraction:116656811349094,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7418291","mlr.classif.ranger(13)","0.7968","num.trees:1957,mtry:3,replace:FALSE,sample.fraction:122330146934837,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7385602","mlr.classif.ranger(13)","0.7968","num.trees:1237,mtry:3,replace:FALSE,sample.fraction:123782243765891,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7385861","mlr.classif.ranger(13)","0.7968","num.trees:797,mtry:2,sample.fraction:119553367211483,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7389692","mlr.classif.ranger(13)","0.7968","num.trees:62,mtry:4,sample.fraction:224517007172108,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6290272","mlr.classif.ranger(13)","0.7968","num.trees:1147,mtry:4,sample.fraction:127596053504385,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6290481","mlr.classif.ranger(13)","0.7968","num.trees:1759,mtry:2,replace:FALSE,sample.fraction:116481482470408,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7381186","mlr.classif.ranger(13)","0.7968","num.trees:1695,mtry:2,replace:FALSE,sample.fraction:116716272360645,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6294454","mlr.classif.ranger(13)","0.7968","num.trees:1271,mtry:4,sample.fraction:184434452629648,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7324841","mlr.classif.ranger(13)","0.7968","num.trees:393,mtry:2,replace:FALSE,sample.fraction:154973382712342,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7325239","mlr.classif.ranger(13)","0.7968","num.trees:572,mtry:2,replace:FALSE,sample.fraction:123307541594841,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6203304","mlr.classif.ranger(13)","0.7968","num.trees:804,mtry:2,sample.fraction:118934477027506,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6201339","mlr.classif.ranger(13)","0.7968","num.trees:1241,mtry:3,replace:FALSE,sample.fraction:110585850430652,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7445430","mlr.classif.rpart(29)","0.7968","minsplit:23,minbucket:10,cp:00126864481717348,maxdepth:11,xval:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6267768","mlr.classif.ranger(13)","0.7968","num.trees:379,mtry:2,replace:FALSE,sample.fraction:134772310848348,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7415891","mlr.classif.ranger(13)","0.7968","num.trees:772,mtry:3,replace:FALSE,sample.fraction:120070669986308,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6462060","mlr.classif.ranger(13)","0.7968","num.trees:1766,mtry:3,replace:FALSE,sample.fraction:113949481141754,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6451564","mlr.classif.ranger(13)","0.7968","num.trees:1133,mtry:4,sample.fraction:185385971097276,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6614484","mlr.classif.ranger(13)","0.7968","num.trees:1434,mtry:3,replace:FALSE,sample.fraction:132103155599907,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"5465252","mlr.classif.ranger(13)","0.7968","num.trees:1789,mtry:2,replace:FALSE,sample.fraction:115857054153457,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"1663722","weka.LMT(4)","0.7968","I:-1,M:15,W:0.0"
"5176539","mlr.classif.ranger(13)","0.7968","num.trees:1912,mtry:3,replace:FALSE,sample.fraction:110670442483388,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6480384","mlr.classif.ranger(13)","0.7968","num.trees:1242,mtry:4,sample.fraction:187059593875892,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6520226","mlr.classif.ranger(13)","0.7968","num.trees:567,mtry:2,replace:FALSE,sample.fraction:116434217547067,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6521512","mlr.classif.ranger(13)","0.7968","num.trees:1201,mtry:3,replace:FALSE,sample.fraction:120807214430533,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6521881","mlr.classif.ranger(13)","0.7968","num.trees:941,mtry:3,replace:FALSE,sample.fraction:106844579568133,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6515926","mlr.classif.ranger(13)","0.7968","num.trees:636,mtry:2,replace:FALSE,sample.fraction:131202771142125,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6516943","mlr.classif.ranger(13)","0.7968","num.trees:797,mtry:3,replace:FALSE,sample.fraction:106147457938641,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6525735","mlr.classif.ranger(13)","0.7968","num.trees:1325,mtry:3,sample.fraction:190149277169257,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6361997","mlr.classif.ranger(13)","0.7968","num.trees:62,mtry:4,sample.fraction:118530215742067,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6362711","mlr.classif.ranger(13)","0.7968","num.trees:943,mtry:3,replace:FALSE,sample.fraction:109122870955616,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6363061","mlr.classif.ranger(13)","0.7968","num.trees:416,mtry:4,replace:FALSE,sample.fraction:164190428960137,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6368579","mlr.classif.ranger(13)","0.7968","num.trees:66,mtry:3,replace:FALSE,sample.fraction:11110359702725,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6369136","mlr.classif.ranger(13)","0.7968","num.trees:1788,mtry:3,replace:FALSE,sample.fraction:131365303369239,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6369374","mlr.classif.ranger(13)","0.7968","num.trees:1078,mtry:2,sample.fraction:122724455338903,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7482679","mlr.classif.rpart(29)","0.7968","minsplit:23,minbucket:10,cp:0023355099838227,maxdepth:25,xval:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6546782","mlr.classif.ranger(13)","0.7968","num.trees:137,mtry:3,sample.fraction:121659029950388,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6463613","mlr.classif.ranger(13)","0.7968","num.trees:1298,mtry:3,replace:FALSE,sample.fraction:122049996070564,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6555191","mlr.classif.ranger(13)","0.7968","num.trees:1282,mtry:4,sample.fraction:188442135369405,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6556157","mlr.classif.ranger(13)","0.7968","num.trees:1428,mtry:3,replace:FALSE,sample.fraction:121931956452318,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6787246","mlr.classif.ranger(13)","0.7968","num.trees:639,mtry:3,replace:FALSE,sample.fraction:121601085644215,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6789195","mlr.classif.ranger(13)","0.7968","num.trees:1424,mtry:3,replace:FALSE,sample.fraction:123397187516093,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6789504","mlr.classif.ranger(13)","0.7968","num.trees:575,mtry:3,replace:FALSE,sample.fraction:109243745543063,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6785542","mlr.classif.ranger(13)","0.7968","num.trees:1156,mtry:2,replace:FALSE,sample.fraction:114479885040782,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6785991","mlr.classif.ranger(13)","0.7968","num.trees:1306,mtry:3,replace:FALSE,sample.fraction:121048454823904,respect.unordered.factors:TRUE,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6802639","mlr.classif.ranger(13)","0.7968","num.trees:1535,mtry:2,replace:FALSE,sample.fraction:119199043209665,num.threads:1,verbose:FALSE,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
